File Name,Item Sequence,Title,Descriptive title,Thumbnail URL,Related,viewingHint,Parent ARK,Item ARK,Object Type,AltTitle.other,AltTitle.uniform,Undertext Objects,Overtext Manuscript,Place of origin,Date.normalized,Date.creation,Scribe,Author,Associated Name,Contributors,Contents note,Contents,Colophon,Incipit,Explicit,References,Provenance,General note,Format.extent,Format.weight,Form,Format.dimensions,Folio dimensions,Support,Foliation,Collation,Page layout,Hand note,Illustrations note,Inscription,Additions,Binding note,Binding condition,Ink color,Features,Condition note,Type.typeOfResource,Type.genre,Language,Text direction,Writing system,Script,Script note,Rights.statementLocal,Rights contact,Name.repository,Shelfmark,Collection,Other version(s),IIIF Manifest URL,delivery,image count,Viscodex
,,"Sinai, St. Catherine’s Monastery, Arabic 123",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks7vtv%2Fmp75d739/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1ks7vtv,Work,Lectionary (Gospels),Evangelion,,,,1279,1279 CE,,,,,,,,,,Kamil,,,196 ff.,1117.7 g,Codex,234 x 151 x 68 mm,,Paper,,,,,,,,,,,Rubrication|~|Dated|~|Marginalia,A few loose leaves,text,Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 123,Old Collection,https://www.loc.gov/item/00279386838-ms/,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ks7vtv/manifest,delivery 1,404,
,,"Sinai, St. Catherine’s Monastery, Arabic 124",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c6dfr%2F22014f3z/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z10c6dfr,Work,Arabic Lectionary followed by a Greek Lectionary,Lectionary,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,236 ff.,1136.2 g,Codex,213 x 154 x 70.0 mm,,Paper,,,,,,,,Lacking back board,,,,,text,Liturgical texts|~|Lectionaries|~|Biblical texts,ara|~|grc,right-to-left,Arabic,Naskh|~|Greek minuscule,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 124,Old Collection,https://www.loc.gov/item/00279386826-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10c6dfr/manifest,delivery 6.1,483,
,,"Sinai, St. Catherine’s Monastery, Arabic 125",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck05m9%2Fcn541j1g/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1zg8jc0,Work,"Lectionary (Gospels), with commentary",Evangelion,,,,1250,1250 CE,,,,,,,,,,Kamil,,,248 ff.,1743.6 g,Codex,264 x 204 x 67.0 mm,,Paper,,,,,,,,,,,Dated,,text,Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 125,Old Collection,https://www.loc.gov/item/00279386814-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zg8jc0/manifest,delivery 7.1,505,
,,"Sinai, St. Catherine’s Monastery, Arabic 127",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g1744p%2F0s65t42p/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1g1744p,Work,Lectionary (Gospels),Evangelion,,,,1294,1294 CE,,,,,,,"""This Blessed Gospel was completed on Saturday the Feast of St Philip, which is 14 in the month of Tishrīn ath-Thānī [November] in the Year of Our Father Adam [Anno Mundi] 6xxx, [which was] the year 1xxx after Divine Incarnation…, [which was also] 14 of Dhī al-Ḥijjah of the Arab Year [AH] 390. O Reader, remember this humble amongst [the Children of the] Baptised, the monk Paul the Egyptian by name who narrated/translated? and copied it…."" (f. 241v).",نبديَ بعون الله و حُسن توفيقه نكتب الإناجيل المقدّسة ألّتي تقرأ في مدار السّنة (f. 2r)؛ بدو أناجيل لوقا ألّذي أكرز بالإسكندرية (f. 81v)؛ بدو قرآأت إنجيل مرقس (f. 116r).,نجز هذا الإنجيل المبارك (f. 241v).,Kamil,,,241 ff.,2611.4 g,Codex,298 x 230 x 85 mm,,Paper,,,,Sribe: Paul the Egyptian (f. 241),"Minor geometric headpieces throughout, beginning on ff. 81v","Reader inscription, f. 1v  | Donation inscription, f. 241v",,,,,"Rubrication|~|Marginalia|~|Colophon|~|Dated|~|Headpiece(s)|~|Decoration, Geometric|~|Inscription(s)",,text,Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 127,Old Collection,https://www.loc.gov/item/00279384295-ms/,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g1744p/manifest,delivery 3,494,
,,"Sinai, St. Catherine’s Monastery, Arabic 128",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w684hf%2Fsq510d2r/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1w684hf,Work,Lectionary (Gospels),Evangelion,,,,1201/1300,13th c. CE,,,,Grigory Kessel,,,,,,Kamil,,,274 ff.,2034.6 g,Codex,258 x 186 x 89.0 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books,ara|~|syc,right-to-left,Arabic|~|Syriac,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 128,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891620 ,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w684hf/manifest,delivery 6.2,557,
,,"Sinai, St. Catherine’s Monastery, Arabic 129",,,,paged,ark:/21198/z1bk2gmg,ark:/21198/z11849tz,Work,"Lectionary (Gospels), with commentary",Evangelion,,,,1245,1245 CE,,,,,,,,,,Kamil,,,395 ff.,2800.1 g,Codex,270 x 187 x 101 mm,,Paper,,,,,"Headpiece on f. 1v, alternating branches in black and red; f. 43r, branches with floral motif; f. 112r, branches outlined in red | Geometric decorations throughout, three knots in black and red",,,Silver plates on outside front board,,,"Dated|~|Rubrication|~|Marginalia|~|Headpiece(s)|~|Decoration, Vegetative",,text,Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 129,Old Collection,https://www.loc.gov/item/00279384283-ms/,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11849tz/manifest,delivery 2,800,
,,"Sinai, St. Catherine’s Monastery, Arabic 13",Church services,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq7srm%2Frq80q520/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1tq7srm,Work,,,,,,1222,1222 CE,,,,,,,,,,Kamil,,,386 ff.,2278.6 g,Codex,271 x 182 x 98.0 mm,,Paper,,,,,,,,,,,Dated,,text,Liturgical texts,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 13,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891572/NLI,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tq7srm/manifest,delivery 7.1,782,
,,"Sinai, St. Catherine’s Monastery, Arabic 130",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d525jb%2Fgv76821r/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1d525jb,Work,Lectionary (Gospels),Evangelion,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,137 ff.,1418.7 g,Codex,269 x 188 x 70 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 130,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891621 ,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d525jb/manifest,delivery 4.3,284,
,,"Sinai, St. Catherine’s Monastery, Arabic 131",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g17437%2Fs326r91f/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1g17437,Work,Lectionary (Gospels),Evangelion,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,127 ff.,440.0 g,Codex,174 x 149 x 42 mm,,Paper,,,,,,,,Flap binding,,,Rubrication|~|Marginalia,,text,Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 131,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891622 ,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g17437/manifest,delivery 1,267,
,,"Sinai, St. Catherine’s Monastery, Arabic 132",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r224s4%2Fhb52jp00/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1r224s4,Work,"Lectionary (Gospels), with commentary",Evangelion,,,,1282,1282 CE,,,,,,,,,,Kamil,,,520 ff.,2358.9 g,Codex,220 x 165 x 127 mm,,Paper,,,,,Minor vegetative headpiece on f. 153r,,,,,,"Rubrication|~|Marginalia|~|Decoration, Vegetative|~|Headpiece(s)|~|Colophon|~|Dated",,text,Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 132,Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r224s4/manifest,delivery 4.1,1048,
,,"Sinai, St. Catherine’s Monastery, Arabic 133",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c83zq6%2F1t317h11/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1c83zq6,Work,Lectionary (Gospels),Evangelion,,,,1003,1003 CE,,,,,,,,,,Kamil,,,138 ff.,729.3 g,Codex,190 x 154 x 58.0 mm,,Paper,,,,,,,,,,,Dated,,text,Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 133,Old Collection,https://www.loc.gov/item/0027938426A-ms/,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c83zq6/manifest,delivery 6.3,286,
,,"Sinai, St. Catherine’s Monastery, Arabic 134",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mg9p1f%2Ffb88c95z/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1mg9p1f,Work,Lectionary (Gospels),Evangelion,,,,1601/1700,17th c. CE,,,,,,,,,,Kamil,,,378 ff.,2382.6 g,Codex,255 x 194 x 103.0 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 134,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891623,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mg9p1f/manifest,delivery 8.1,766,
,,"Sinai, St. Catherine’s Monastery, Arabic 135",,,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1wh3tbp,Work,Lectionary (Gospels),Evangelion,,,,1325,1325 CE,,,,,,,,,,Kamil,,,238 ff.,2328.1 g,Codex,299 x 229 x 90 mm,,Paper,,,,,"Decoration on ff. 189v, 194r",,,,,,"Dated|~|Rubrication|~|Marginalia|~|Decoration, Geometric","Rodent damage with loss of text from f. 147, increasing at the end",text,Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 135,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871376 ,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wh3tbp/manifest,delivery 2,486,
,,"Sinai, St. Catherine’s Monastery, Arabic 136",,,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1rr32h0,Work,Lectionary (Gospels),Evangelion,,,,1685,1685 CE,,,,,Tables of contents on ff. 284r-285v,,"Colophon on ff. 285v-286r | Scribal notes on ff. 99r, 283v giving the date of copying",,,Kamil,,,290 ff.,3285.6 g,Codex,326 x 226 x 94 mm,,Paper,f. 218 mistakenly written as 118,,,,,,,,,,Dated|~|Rubrication|~|Marginalia|~|Colophon|~|Table(s) of Contents,,text,Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books,ara,right-to-left,Arabic,Naskh|~|Thuluth,Section headings written with thuluth,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 136,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871377 ,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rr32h0/manifest,delivery 2,591,
,,"Sinai, St. Catherine’s Monastery, Arabic 137",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md03cs%2Fph64z62b/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1md03cs,Work,"Lectionary (Gospels), with commentary",Evangelion,,,,1214,1214 CE,,,,,,,,,,Kamil,,,390 ff.,1452.2 g,Codex,205 x 147 x 95 mm,,Paper,,,,,,,,,,,Rubrication|~|Marginalia|~|Dated,,text,Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 137,Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1md03cs/manifest,delivery 4.1,790,
,,"Sinai, St. Catherine’s Monastery, Arabic 138",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25rdg%2F7j537m8p/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1q25rdg,Work,"Lectionary (Gospels), with introduction and commentary",Evangelion,,,,1117,1117 CE,,,,,,,,,,Kamil,,,350 ff.,2084.7 g,Codex,266 x 187 x 99.0 mm,,Paper|~|Parchment,,,,,,,,,,,Dated,,text,Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 138,Old Collection,https://www.loc.gov/item/00279384246-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q25rdg/manifest,delivery 7.1,710,
,,"Sinai, St. Catherine’s Monastery, Arabic 139",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gm9bpz%2Fg067fj8k/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1gm9bpz,Work,Lectionary (Gospels),Evangelion,,,,1185,1185 CE,,,,,,,,,,Kamil,,,171 ff.,1132.4 g,Codex,224 x 148 x 79 mm,,Paper,,,,,,,,,,,Rubrication|~|Colophon|~|Dated|~|Marginalia,f. 46 torn,text,Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 139,Old Collection,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gm9bpz/manifest,delivery 4.1,352,
